downpass_t	num_iters	branch_lnL	root_lnL	ttl_LnL	BGB_lnL	setup_t	Esolve_t	Ds_1calc_t	downpass_t2	Es_alg	Ds_alg	ttl_t
3.238	12	-286.4634407135014	-10.41731983276411	-296.88076054626555	-111.54147590919032	0.2	0.021	0.5410769230769231	3.238	CVODE_BDF{:Newton, :GMRES, Nothing, Nothing}(0, 0, 0, false, 10, 5, 7, 3, 10, nothing, nothing, 0)	CVODE_BDF	3.459
9.529	12	-286.55318661191967	-10.332313827982743	-296.8855004399024	-111.59800319919762	0.141	0.067	1.5406239316239314	9.53	CVODE_BDF{:Newton, :GMRES, Nothing, Nothing}(0, 0, 0, false, 10, 5, 7, 3, 10, nothing, nothing, 0)	CVODE_BDF	9.738
20.43	12	-286.5547201885765	-10.332372927555191	-296.88709311613167	-111.59959635220801	0.127	0.15	3.323358974358974	20.43	CVODE_BDF{:Newton, :GMRES, Nothing, Nothing}(0, 0, 0, false, 10, 5, 7, 3, 10, nothing, nothing, 0)	CVODE_BDF	20.707
48.301	12	-286.554721916118	-10.332373131883813	-296.8870950480018	-111.59959814868242	0.15	0.412	9.587641025641025	48.302	CVODE_BDF{:Newton, :GMRES, Nothing, Nothing}(0, 0, 0, false, 10, 5, 7, 3, 10, nothing, nothing, 0)	CVODE_BDF	48.864
83.592	12	-286.55472192483154	-10.332373132786183	-296.8870950576177	-111.59959815770637	0.165	1.237	14.3321452991453	83.592	CVODE_BDF{:Newton, :GMRES, Nothing, Nothing}(0, 0, 0, false, 10, 5, 7, 3, 10, nothing, nothing, 0)	CVODE_BDF	84.994
1.873	11873	-286.4634407135014	-10.41731983276411	-296.88076054626555	-111.54147590919032	0.148	0.021	0.22617948717948722	1.873	CVODE_BDF{:Newton, :GMRES, Nothing, Nothing}(0, 0, 0, false, 10, 5, 7, 3, 10, nothing, nothing, 0)	CVODE_BDF	2.042
5.35	43898	-286.55318661191967	-10.332313827982743	-296.8855004399024	-111.59800319919762	0.332	0.067	0.6914017094017093	5.35	CVODE_BDF{:Newton, :GMRES, Nothing, Nothing}(0, 0, 0, false, 10, 5, 7, 3, 10, nothing, nothing, 0)	CVODE_BDF	5.749
5.694	94090	-286.5547201885765	-10.332372927555191	-296.88709311613167	-111.59959635220801	0.26	0.126	0.6961196581196581	5.695	CVODE_BDF{:Newton, :GMRES, Nothing, Nothing}(0, 0, 0, false, 10, 5, 7, 3, 10, nothing, nothing, 0)	CVODE_BDF	6.081
13.098	177543	-286.554721916118	-10.332373131883813	-296.8870950480018	-111.59959814868242	0.095	0.379	1.8061196581196581	13.099	CVODE_BDF{:Newton, :GMRES, Nothing, Nothing}(0, 0, 0, false, 10, 5, 7, 3, 10, nothing, nothing, 0)	CVODE_BDF	13.573
19.906	378856	-286.55472192483154	-10.332373132786183	-296.8870950576177	-111.59959815770637	0.104	1.023	2.502726495726496	19.906	CVODE_BDF{:Newton, :GMRES, Nothing, Nothing}(0, 0, 0, false, 10, 5, 7, 3, 10, nothing, nothing, 0)	CVODE_BDF	21.032999999999998
