1.0e-12	1.0e-12	1.0e-12
1.0e-12	1.0e-12	1.0e-12
1.0e-12	1.0e-12	1.0e-12
1.0e-12	1.0e-12	1.0e-12
1.0e-12	1.0e-12	1.0e-12
1.0e-12	1.0e-12	1.0e-12
1.0e-12	1.0e-12	1.0e-12
1.0e-12	1.0e-12	1.0e-12
1.0e-12	1.0e-12	1.0e-12
1.0e-12	1.0e-12	1.0e-12
1.0e-12	1.0e-12	1.0e-12
1.0e-12	1.0e-12	1.0e-12
2.0e-12	2.0e-12	2.0e-12
2.0e-12	2.0e-12	2.0e-12
2.0e-12	2.0e-12	2.0e-12
2.0e-12	2.0e-12	2.0e-12
2.0e-12	2.0e-12	2.0e-12
2.0e-12	2.0e-12	2.0e-12
2.0e-12	2.0e-12	2.0e-12
2.0e-12	2.0e-12	2.0e-12
2.0e-12	2.0e-12	2.0e-12
2.0e-12	2.0e-12	2.0e-12
2.0e-12	2.0e-12	2.0e-12
2.0e-12	2.0e-12	2.0e-12
3.0e-12	3.0e-12	3.0e-12
3.0e-12	3.0e-12	3.0e-12
3.0e-12	3.0e-12	3.0e-12
3.0e-12	3.0e-12	3.0e-12
1.0e-12	1.0e-12	1.0e-12
1.0e-12	1.0e-12	1.0e-12
1.0e-12	1.0e-12	1.0e-12
1.0e-12	1.0e-12	1.0e-12
1.0e-12	1.0e-12	1.0e-12
1.0e-12	1.0e-12	1.0e-12
1.0e-12	1.0e-12	1.0e-12
1.0e-12	1.0e-12	1.0e-12
1.0e-12	1.0e-12	1.0e-12
1.0e-12	1.0e-12	1.0e-12
1.0e-12	1.0e-12	1.0e-12
1.0e-12	1.0e-12	1.0e-12
1.0e-12	1.0e-12	1.0e-12
1.0e-12	1.0e-12	1.0e-12
1.0e-12	1.0e-12	1.0e-12
1.0e-12	1.0e-12	1.0e-12
1.0e-12	1.0e-12	1.0e-12
1.0e-12	1.0e-12	1.0e-12
1.0e-12	1.0e-12	1.0e-12
1.0e-12	1.0e-12	1.0e-12
1.0e-12	1.0e-12	1.0e-12
1.0e-12	1.0e-12	1.0e-12
1.0e-12	1.0e-12	1.0e-12
1.0e-12	1.0e-12	1.0e-12
1.0e-12	1.0e-12	1.0e-12
1.0e-12	1.0e-12	1.0e-12
1.0e-12	1.0e-12	1.0e-12
1.0e-12	1.0e-12	1.0e-12
1.0e-12	1.0e-12	1.0e-12
1.0e-12	1.0e-12	1.0e-12
1.0e-12	1.0e-12	1.0e-12
1.0e-12	1.0e-12	1.0e-12
