0	9.70602315176351e-26	2.34755632140334e-25	1	8.48672996190628e-26	7.38884756026913e-41	9.73112086667575e-17	6.60007977628378e-42	3.62169719185038e-16	1.65900891685191e-41	2.86431794222356e-17	2.0877747319145e-29	4.57733149515967e-54	4.16034701090646e-30	8.58750568540751e-30	2.38797646703277e-42
0	9.70602315176351e-26	2.34755632140334e-25	1	8.48672996190628e-26	7.38884756026913e-41	9.73112086667575e-17	6.60007977628378e-42	3.62169719185038e-16	1.65900891685191e-41	2.86431794222356e-17	2.0877747319145e-29	4.57733149515967e-54	4.16034701090646e-30	8.58750568540751e-30	2.38797646703277e-42
0	1.78300966340934e-25	0.999999999999999	5.56415816698417e-25	1.58529485699492e-25	1.25216235548636e-16	1.50742827954443e-40	1.38764482479055e-41	4.61288800008627e-16	3.2688212440269e-17	4.00296253954981e-41	3.3869219199837e-29	6.53100294207022e-30	1.25423656085682e-53	1.39312018673519e-29	4.9341501833863e-42
0	1.78300966340934e-25	0.999999999999999	5.56415816698417e-25	1.58529485699492e-25	1.25216235548636e-16	1.50742827954443e-40	1.38764482479055e-41	4.61288800008627e-16	3.2688212440269e-17	4.00296253954981e-41	3.3869219199837e-29	6.53100294207022e-30	1.25423656085682e-53	1.39312018673519e-29	4.9341501833863e-42
0	4.01205892227259e-25	8.12939223276852e-25	0.999999999999999	3.11301448935389e-25	1.60887270518536e-39	5.23943433887902e-16	1.51429226983582e-40	6.22732984638852e-16	2.51720404660056e-40	1.23294673559606e-16	1.29929377181448e-28	1.55679813255943e-52	4.04153370526725e-29	5.34429911514695e-29	3.72099407936385e-41
0	4.01205892227259e-25	8.12939223276852e-25	0.999999999999999	3.11301448935389e-25	1.60887270518536e-39	5.23943433887902e-16	1.51429226983582e-40	6.22732984638852e-16	2.51720404660056e-40	1.23294673559606e-16	1.29929377181448e-28	1.55679813255943e-52	4.04153370526725e-29	5.34429911514695e-29	3.72099407936385e-41
0	7.19951418147825e-24	0.999999999999976	7.00428882242363e-24	1.80250543046671e-24	1.48925498517835e-14	2.19803911858077e-37	4.01223817960336e-38	6.50799966968913e-15	2.2973295453697e-15	2.68913555495702e-38	5.72975639521154e-27	2.53476188238775e-27	3.61476386819652e-50	2.35678279212316e-27	3.31370156253195e-39
0	0.999999999999987	1.55570737853811e-25	1.2606585203501e-25	1.00372985317349e-25	7.1665310259927e-15	3.92103935471318e-15	1.73176819248575e-15	8.61043125881811e-40	6.86510485098885e-40	5.0244476875486e-40	4.77181279521538e-28	3.88885221125378e-28	2.96456325137812e-28	3.02818246599435e-52	1.42897587409407e-40
0	0.999999999999987	1.55570737853811e-25	1.2606585203501e-25	1.00372985317349e-25	7.1665310259927e-15	3.92103935471318e-15	1.73176819248575e-15	8.61043125881811e-40	6.86510485098885e-40	5.0244476875486e-40	4.77181279521538e-28	3.88885221125378e-28	2.96456325137812e-28	3.02818246599435e-52	1.42897587409407e-40
0	5.0823306801951e-24	5.21849559375536e-24	0.999999999999999	8.36001145365336e-24	1.65191570351499e-38	5.44226422518062e-16	1.20732475453e-38	3.66974929010265e-16	7.28039546849043e-39	4.37999491305503e-16	2.28372449070751e-28	4.63911733008728e-51	2.49628322404429e-28	2.61282754003283e-28	2.56601798453882e-40
