0.0	0.0	0.0
0.0	0.0	0.0
0.0	0.0	0.0

0.0	0.125	0.125
0.125	0.0	0.125
0.125	0.125	0.0

0.0	0.25	0.25
0.25	0.0	0.25
0.25	0.25	0.0

0.0	0.4375	0.4375
0.4375	0.0	0.4375
0.4375	0.4375	0.0

0.0	0.5125	0.5125
0.5125	0.0	0.5125
0.5125	0.5125	0.0

0.0	0.6125	0.6125
0.6125	0.0	0.6125
0.6125	0.6125	0.0

0.0	0.75	0.75
0.75	0.0	0.75
0.75	0.75	0.0

0.0	0.725	0.725
0.725	0.0	0.725
0.725	0.725	0.0

0.0	0.875	0.875
0.875	0.0	0.875
0.875	0.875	0.0

0.0	0.9375	0.9375
0.9375	0.0	0.9375
0.9375	0.9375	0.0

0.0	1.0	1.0
1.0	0.0	1.0
1.0	1.0	0.0

0.0	1.0	1.0
1.0	0.0	1.0
1.0	1.0	0.0

END
